,num,title,date,status,stream,area,wg,area2,key words
1967,6651,Extensions to DomainKeys Identified Mail (DKIM) for Failure Reporting, June 2012 , PROPOSED STANDARD, IETF, app, marf,DKIM,"[--------], authentication, fraud, phishing, spoofing"
1968,6650,Creation and Use of Email Feedback Reports: An Applicability Statement for the Abuse Reporting Format (ARF), June 2012 , PROPOSED STANDARD, IETF, app, marf,,
1969,6649,"Deprecate DES, RC4-HMAC-EXP, and Other Weak Cryptographic Algorithms in Kerberos", July 2012 , BEST CURRENT PRACTICE, IETF, sec, krb-wg,Kerberos,[--------]
1970,6648,"Deprecating the ""X-"" Prefix and Similar Constructs in Application Protocols", June 2012 , BEST CURRENT PRACTICE, IETF, app, appsawg,,
1971,6647,Email Greylisting: An Applicability Statement for SMTP, June 2012 , PROPOSED STANDARD, IETF, app, appsawg,,
1972,6646,DECoupled Application Data Enroute (DECADE) Problem Statement, July 2012 , INFORMATIONAL, IETF, tsv, decade,,
1973,6645,IP Flow Information Accounting and Export Benchmarking Methodology, July 2012 , INFORMATIONAL, IETF, ops, bmwg,,
1974,6644,Rebind Capability in DHCPv6 Reconfigure Messages, July 2012 , PROPOSED STANDARD, IETF, int, dhc,DHCPv6,"[--------], internet protocol, parameters, addresses"
1975,6643,Translation of Structure of Management Information Version 2 (SMIv2) MIB Modules to YANG Modules, July 2012 , PROPOSED STANDARD, IETF, ops, netmod,"SMI, YANG","[--------], SMIv2, YANG, data modeling, [--------], SMIv2, YANG, data modeling"
1976,6642,RTP Control Protocol (RTCP) Extension for a Third-Party Loss Report, June 2012 , PROPOSED STANDARD, IETF, rai, avtcore,"RTP, SMI","[--------], Feedback Suppression, NACK, Retransmission, [--------], Feedback Suppression, NACK, Retransmission"
1977,6641,Using DNS SRV to Specify a Global File Namespace with NFS Version 4, June 2012 , PROPOSED STANDARD, IETF, tsv, nfsv4,DNS,"[--------], domainroot, domain root file system"
1978,6640,IETF Meeting Attendees' Frequently Asked (Travel) Questions, June 2012 , INFORMATIONAL, IETF,null, NON WORKING GROUP,,
1979,6639,Multiprotocol Label Switching Transport Profile (MPLS-TP) MIB-Based Management Overview, June 2012 , INFORMATIONAL, IETF, rtg, mpls,MPLS,
1980,6638,Scheduling Extensions to CalDAV, June 2012 , PROPOSED STANDARD, IETF,null, NON WORKING GROUP,"HTTP, iCalendar","[--------], calsify, calsched, calsch, calendar, calendaring, webcal, ical, icalendar, ischedule, itip, imip, text/calendar, http, [--------], calsify, calsched, calsch, calendar, calendaring, webcal, ical, icalendar, ischedule, itip, imip, text/calendar, http"
1981,6637,Elliptic Curve Cryptography (ECC) in OpenPGP, June 2012 , PROPOSED STANDARD, IETF,null, NON WORKING GROUP,OpenPGP,
1982,6636,Tuning the Behavior of the Internet Group Management Protocol (IGMP) and Multicast Listener Discovery (MLD) for Routers in Mobile and Wireless Networks, May 2012 , INFORMATIONAL, IETF, int, multimob,"IPv6, MIPv6","Mobility, PMIPv6, Mobility, PMIPv6"
1983,6635,RFC Editor Model (Version 2), June 2012 , INFORMATIONAL, IAB,null,null,,
1984,6633,Deprecation of ICMP Source Quench Messages, May 2012 , PROPOSED STANDARD, IETF, tsv, tsvwg,"DCCP, SCTP","[--------], congestion control, icmp attacks, tcp, tcp security, udp, dccp, sctp, [--------], congestion control, icmp attacks, tcp, tcp security, udp, dccp, sctp"
1985,6632,An Overview of the IETF Network Management Standards, June 2012 , INFORMATIONAL, IETF, ops, opsawg,,
1986,6631,Password Authenticated Connection Establishment with the Internet Key Exchange Protocol version 2 (IKEv2), June 2012 , EXPERIMENTAL, IETF,null, NON WORKING GROUP,IKEv2,"pace, password authenticated connection establishment"
1987,6630,EAP Re-authentication Protocol Extensions for Authenticated Anticipatory Keying (ERP/AAK), June 2012 , PROPOSED STANDARD, IETF, sec, hokey,,
1988,6629,Considerations on the Application of the Level 3 Multihoming Shim Protocol for IPv6 (Shim6), June 2012 , INFORMATIONAL, IETF,null, NON WORKING GROUP,IPv6,"Cryptographically Generated Address, CGA, Hash-Based Address, HBA, Fault tolerance"
1989,6628,Efficient Augmented Password-Only Authentication and Key Exchange for IKEv2, June 2012 , EXPERIMENTAL, IETF,null, NON WORKING GROUP,IKEv2,"PAKE, augmented PAKE, off-line dictionary attacks, resistance to server compromise"
1990,6627,Overview of Pre-Congestion Notification Encoding, July 2012 , INFORMATIONAL, IETF, tsv, pcn,,
1991,6626,Dynamic Prefix Allocation for Network Mobility for Mobile IPv4 (NEMOv4), May 2012 , PROPOSED STANDARD, IETF, int, mip4,IPv4,"[--------|p], mobile router"
1992,6625,Wildcards in Multicast VPN Auto-Discovery Routes, May 2012 , PROPOSED STANDARD, IETF, rtg, l3vpn,,
1993,6624,Layer 2 Virtual Private Networks Using BGP for Auto-Discovery and Signaling, May 2012 , INFORMATIONAL, IETF,null, NON WORKING GROUP,BGP,"BGP, L2VPN, discovery, signaling, pseudowire"
1994,6623,IANA Registry for MEDIACTRL Interactive Voice Response Control Package, May 2012 , PROPOSED STANDARD, IETF, rai, mediactrl,,
1995,6622,Integrity Check Value and Timestamp TLV Definitions for Mobile Ad Hoc Networks (MANETs), May 2012 , PROPOSED STANDARD, IETF, rtg, manet,,
1996,6621,Simplified Multicast Forwarding, May 2012 , EXPERIMENTAL, IETF, rtg, manet,,
1997,6620,"FCFS SAVI: First-Come, First-Served Source Address Validation Improvement for Locally Assigned IPv6 Addresses", May 2012 , PROPOSED STANDARD, IETF, int, savi,IPv6,"[--------], ingress filtering, BCP38"
1998,6619,Scalable Operation of Address Translators with Per-Interface Bindings, June 2012 , PROPOSED STANDARD, IETF,null, NON WORKING GROUP,"IPv4, IPv6","[--------], NAT, IPv4, IPv6, [--------], NAT, IPv4, IPv6"
1999,6618,Mobile IPv6 Security Framework Using Transport Layer Security for Communication between the Mobile Node and Home Agent, May 2012 , EXPERIMENTAL, IETF, int, mext,IPv6,"Mobile IPv6, Security"
2000,6617,Secure Pre-Shared Key (PSK) Authentication for the Internet Key Exchange Protocol (IKE), June 2012 , EXPERIMENTAL, IETF,null, NON WORKING GROUP,,
2001,6616,A Simple Authentication and Security Layer (SASL) and Generic Security Service Application Program Interface (GSS-API) Mechanism for OpenID, May 2012 , PROPOSED STANDARD, IETF, sec, kitten,,
2002,6615,Definitions of Managed Objects for IP Flow Information Export, June 2012 , PROPOSED STANDARD, IETF, ops, ipfix,,
2003,6614,Transport Layer Security (TLS) Encryption for RADIUS, May 2012 , EXPERIMENTAL, IETF, ops, radext,"RADIUS, TLS","RADIUS, AAA, Security, Reliability, Remote Authentication Dial-In User Server, RADIUS, AAA, Security, Reliability, Remote Authentication Dial-In User Server"
2004,6613,RADIUS over TCP, May 2012 , EXPERIMENTAL, IETF, ops, radext,"RADIUS, SMI","Remote Authentication Dial-In User Server, Transmission Control Protocol, RADIUS/TCP, Remote Authentication Dial-In User Server, Transmission Control Protocol, RADIUS/TCP"
2005,6612,Interactions between Proxy Mobile IPv6 (PMIPv6) and Mobile IPv6 (MIPv6): Scenarios and Related Issues, May 2012 , INFORMATIONAL, IETF,null, NON WORKING GROUP,"IPv6, MIPv6",", "
2006,6611,Mobile IPv6 (MIPv6) Bootstrapping for the Integrated Scenario, May 2012 , PROPOSED STANDARD, IETF, int, mip6,"IPv6, MIPv6","[--------], [--------]"
2007,6610,DHCP Options for Home Information Discovery in Mobile IPv6 (MIPv6), May 2012 , PROPOSED STANDARD, IETF, int, mip6,"IPv6, MIPv6","[--------], [--------]"
2008,6609,Sieve Email Filtering: Include Extension, May 2012 , PROPOSED STANDARD, IETF, app, sieve,,
2009,6608,Subcodes for BGP Finite State Machine Error, May 2012 , PROPOSED STANDARD, IETF, rtg, idr,BGP,[--------]
2010,6607,Virtual Subnet Selection Options for DHCPv4 and DHCPv6, April 2012 , PROPOSED STANDARD, IETF, int, dhc,"DHCPv4, DHCPv6",", "
2011,6606,Problem Statement and Requirements for IPv6 over Low-Power Wireless Personal Area Network (6LoWPAN) Routing, May 2012 , INFORMATIONAL, IETF, int, 6lowpan,IPv6,"WSN, Sensor Network, Wireless Sensor Network, WSN for Wireless Sensor Network, L3 Mesh for Layer 3 Mesh Network, Routing Protocol, Subnet Routing, ieee 802.15.4, LLN, Low Power, radio 802.15.4, powerline, ISA100.11a, RFC 4944"
2012,6605,Elliptic Curve Digital Signature Algorithm (DSA) for DNSSEC, April 2012 , PROPOSED STANDARD, IETF, int, dnsext,DNS,"[--------], dnskey algorithm, ds hash algo, crypto, DNS key, DNSKEY algorithm, DS, digest hash cryptography, SHA-384, ECDSAP256SHA256, ECDSAP384SHA384"
2013,6604,xNAME RCODE and Status Bits Clarification, April 2012 , PROPOSED STANDARD, IETF, int, dnsext,DNS,"[--------], DNS, DNSSEC, CNAME, DNAME, Domain Name, response code, canonical name"
2014,6603,Prefix Exclude Option for DHCPv6-based Prefix Delegation, May 2012 , PROPOSED STANDARD, IETF, int, dhc,DHCPv6,"[--------], OPTION_PD_EXCLUDE"
2015,6602,Bulk Binding Update Support for Proxy Mobile IPv6, May 2012 , PROPOSED STANDARD, IETF, int, netext,"IPv6, MIPv6","[--------], Proxy Mobile IPv6, PMIPv6, bulk registrations, MN group ID, [--------], Proxy Mobile IPv6, PMIPv6, bulk registrations, MN group ID"
2016,6601,Generic Connection Admission Control (GCAC) Algorithm Specification for IP/MPLS Networks, April 2012 , EXPERIMENTAL, IETF,null, NON WORKING GROUP,MPLS,
2017,6598,IANA-Reserved IPv4 Prefix for Shared Address Space, April 2012 , BEST CURRENT PRACTICE, IETF,null, NON WORKING GROUP,IPv4,"[--------], shared block, CGN, NAT, Carrier Grade NAT, private address space, service provider, address translation, non-globally routable, non-overlapping address space"
2018,6597,RTP Payload Format for Society of Motion Picture and Television Engineers (SMPTE) ST 336 Encoded Data, April 2012 , PROPOSED STANDARD, IETF, rai, payload,RTP,"[--------], KLV"
2019,6596,The Canonical Link Relation, April 2012 , INFORMATIONAL, IETF,null, NON WORKING GROUP,,
2020,6595,A Simple Authentication and Security Layer (SASL) and GSS-API Mechanism for the Security Assertion Markup Language (SAML), April 2012 , PROPOSED STANDARD, IETF, sec, kitten,,
2021,6594,"Use of the SHA-256 Algorithm with RSA, Digital Signature Algorithm (DSA), and Elliptic Curve DSA (ECDSA) in SSHFP Resource Records", April 2012 , PROPOSED STANDARD, IETF,null, NON WORKING GROUP,"DNS, SSH","[--------], DNS, Domain Name System, SSHFP, SHA-256, Secure Shell, ECDSA, [--------], DNS, Domain Name System, SSHFP, SHA-256, Secure Shell, ECDSA"
2022,6593,Service Undiscovery Using Hide-and-Go-Seek for the Domain Pseudonym System (DPS), 1 April 2012 , EXPERIMENTAL, INDEPENDENT,null,null,,
2023,6592,The Null Packet, 1 April 2012 , INFORMATIONAL, INDEPENDENT,null,null,,
2024,6591,Authentication Failure Reporting Using the Abuse Reporting Format, April 2012 , PROPOSED STANDARD, IETF, app, marf,DKIM,"[--------], auth, auth failure, dkim, spf, AFRF, ARF"
2025,6590,Redaction of Potentially Sensitive Data from Mail Abuse Reports, April 2012 , PROPOSED STANDARD, IETF, app, marf,,
2026,6589,Considerations for Transitioning Content to IPv6, April 2012 , INFORMATIONAL, IETF, ops, v6ops,IPv6,
2027,6588,A URN Namespace for ucode, April 2012 , INFORMATIONAL, IETF,null, NON WORKING GROUP,URN,
2028,6587,Transmission of Syslog Messages over TCP, April 2012 , HISTORIC, IETF,null, NON WORKING GROUP,"SMI, Syslog","SYSLOG, SYSLOG transport TCP, SYSLOG, SYSLOG transport TCP"
2029,6586,Experiences from an IPv6-Only Network, April 2012 , INFORMATIONAL, IETF,null, NON WORKING GROUP,"IPv6, nat64+or+dns64","[--------], IPv6, NAT64, [--------], IPv6, NAT64"
2030,6585,Additional HTTP Status Codes, April 2012 , PROPOSED STANDARD, IETF,null, NON WORKING GROUP,HTTP,"[--------], Hypertext Transfer Protocol"
2031,6584,Simple Authentication Schemes for the Asynchronous Layered Coding (ALC) and NACK-Oriented Reliable Multicast (NORM) Protocols, April 2012 , PROPOSED STANDARD, IETF, tsv, rmt,,
2032,6583,Operational Neighbor Discovery Problems, March 2012 , INFORMATIONAL, IETF, ops, v6ops,,
2033,6582,The NewReno Modification to TCP's Fast Recovery Algorithm, April 2012 , PROPOSED STANDARD, IETF, tsv, tcpm,SMI,"[--------], congestion avoidance, congestion control, fast retransmit"
2034,6581,Enhanced Remote Direct Memory Access (RDMA) Connection Establishment, April 2012 , PROPOSED STANDARD, IETF, tsv, storm,,
2035,6580,IANA Registries for the Remote Direct Data Placement (RDDP) Protocols, April 2012 , PROPOSED STANDARD, IETF, tsv, storm,,
2036,6579,The 'disclosure' Link Relation Type, March 2012 , INFORMATIONAL, IETF,null, NON WORKING GROUP,,
2037,6578,Collection Synchronization for Web Distributed Authoring and Versioning (WebDAV), March 2012 , PROPOSED STANDARD, IETF,null, NON WORKING GROUP,,
2038,6577,Authentication-Results Registration Update for Sender Policy Framework (SPF) Results, March 2012 , PROPOSED STANDARD, IETF,null, NON WORKING GROUP,,
2039,6576,IP Performance Metrics (IPPM) Standard Advancement Testing, March 2012 , BEST CURRENT PRACTICE, IETF, tsv, ippm,,
2040,6575,Address Resolution Protocol (ARP) Mediation for IP Interworking of Layer 2 VPNs, June 2012 , PROPOSED STANDARD, IETF, rtg, l2vpn,,
2041,6574,Report from the Smart Object Workshop, April 2012 , INFORMATIONAL, IAB,null,null,,
2042,6573,The Item and Collection Link Relations, April 2012 , INFORMATIONAL, IETF,null, NON WORKING GROUP,,
2043,6572,RADIUS Support for Proxy Mobile IPv6, June 2012 , PROPOSED STANDARD, IETF, int, netext,"IPv6, RADIUS","[--------], [--------]"
2044,6571,Loop-Free Alternate (LFA) Applicability in Service Provider (SP) Networks, June 2012 , INFORMATIONAL, IETF, rtg, rtgwg,"IS-IS, OSPF","IP Fast Reroute, Routing Convergence, Network Topology, IS-IS, OSPF, IP Fast Reroute, Routing Convergence, Network Topology, IS-IS, OSPF"
2045,6570,URI Template, March 2012 , PROPOSED STANDARD, IETF,null, NON WORKING GROUP,,
2046,6569,Guidelines for Development of an Audio Codec within the IETF, March 2012 , INFORMATIONAL, IETF, rai, codec,,
2047,6568,Design and Application Spaces for IPv6 over Low-Power Wireless Personal Area Networks (6LoWPANs), April 2012 , INFORMATIONAL, IETF, int, 6lowpan,IPv6,
2048,6567,Problem Statement and Requirements for Transporting User-to-User Call Control Information in SIP, April 2012 , INFORMATIONAL, IETF, rai, cuss,SIP,
2049,6566,A Framework for the Control of Wavelength Switched Optical Networks (WSONs) with Impairments, March 2012 , INFORMATIONAL, IETF, rtg, ccamp,,
2050,6565,OSPFv3 as a Provider Edge to Customer Edge (PE-CE) Routing Protocol, June 2012 , PROPOSED STANDARD, IETF, rtg, l3vpn,"MPLS, BGP, OSPF","[--------], L3VPN, BGP/MPLS, VPN, [--------], L3VPN, BGP/MPLS, VPN, [--------], L3VPN, BGP/MPLS, VPN"
2051,6564,A Uniform Format for IPv6 Extension Headers, April 2012 , PROPOSED STANDARD, IETF, int, 6man,IPv6,[--------]
2052,6563,Moving A6 to Historic Status, March 2012 , INFORMATIONAL, IETF,null, NON WORKING GROUP,,
2053,6562,Guidelines for the Use of Variable Bit Rate Audio with Secure RTP, March 2012 , PROPOSED STANDARD, IETF, rai, avtcore,RTP,"[--------], vbr"
2054,6561,Recommendations for the Remediation of Bots in ISP Networks, March 2012 , INFORMATIONAL, IETF,null, NON WORKING GROUP,,
2055,6560,One-Time Password (OTP) Pre-Authentication, April 2012 , PROPOSED STANDARD, IETF, sec, krb-wg,,
2056,6559,A Reliable Transport Mechanism for PIM, March 2012 , EXPERIMENTAL, IETF, rtg, pim,PIM,[--------]
2057,6558,Sieve Extension for Converting Messages before Delivery, March 2012 , PROPOSED STANDARD, IETF, app, sieve,,
2058,6557,Procedures for Maintaining the Time Zone Database, February 2012 , BEST CURRENT PRACTICE, IETF,null, NON WORKING GROUP,,
2059,6556,Testing Eyeball Happiness, April 2012 , INFORMATIONAL, IETF,null, NON WORKING GROUP,"IPv4, IPv6","test methodology, IPv4, IPv6, session startup, metrics, test methodology, IPv4, IPv6, session startup, metrics"
2060,6555,Happy Eyeballs: Success with Dual-Stack Hosts, April 2012 , PROPOSED STANDARD, IETF, ops, v6ops,,
2061,6554,An IPv6 Routing Header for Source Routes with the Routing Protocol for Low-Power and Lossy Networks (RPL), March 2012 , PROPOSED STANDARD, IETF, int, 6man,IPv6,"[--------], LLN, LLNs"
2062,6553,The Routing Protocol for Low-Power and Lossy Networks (RPL) Option for Carrying RPL Information in Data-Plane Datagrams, March 2012 , PROPOSED STANDARD, IETF, int, 6man,,
2063,6552,Objective Function Zero for the Routing Protocol for Low-Power and Lossy Networks (RPL), March 2012 , PROPOSED STANDARD, IETF, rtg, roll,,
2064,6551,Routing Metrics Used for Path Calculation in Low-Power and Lossy Networks, March 2012 , PROPOSED STANDARD, IETF, rtg, roll,,
2065,6550,RPL: IPv6 Routing Protocol for Low-Power and Lossy Networks, March 2012 , PROPOSED STANDARD, IETF, rtg, roll,IPv6,"[--------], WSN for Wireless Sensor Network, L3 Mesh for Layer 3 Mesh Network, Routing Protocol, Subnet Routing, Distance Vector, Objective Function, DAG for Directed Acyclic Graph"
2066,6549,OSPFv2 Multi-Instance Extensions, March 2012 , PROPOSED STANDARD, IETF, rtg, ospf,OSPF,"[--------], Instance ID"
2067,6548,Independent Submission Editor Model, June 2012 , INFORMATIONAL, IAB,null,null,,
2068,6547,RFC 3627 to Historic Status, February 2012 , INFORMATIONAL, IETF, int, 6man,IPv6,"IPv6, /127, point-to-point address, inter-router links"
2069,6546,Transport of Real-time Inter-network Defense (RID) Messages over HTTP/TLS, April 2012 , PROPOSED STANDARD, IETF, sec, mile,"HTTP, TLS","[--------], Coordinated Incident Response, CSIRT, Incident Object Description Exchange Format, IODEF, [--------], Coordinated Incident Response, CSIRT, Incident Object Description Exchange Format, IODEF"
2070,6545,Real-time Inter-network Defense (RID), April 2012 , PROPOSED STANDARD, IETF, sec, mile,,
2071,6544,TCP Candidates with Interactive Connectivity Establishment (ICE), March 2012 , PROPOSED STANDARD, IETF, rai, mmusic,,
2072,6543,Reserved IPv6 Interface Identifier for Proxy Mobile IPv6, May 2012 , PROPOSED STANDARD, IETF,null, NON WORKING GROUP,IPv6,[--------]
2073,6542,Kerberos Version 5 Generic Security Service Application Program Interface (GSS-API) Channel Binding Hash Agility, March 2012 , PROPOSED STANDARD, IETF, sec, krb-wg,Kerberos,[--------]
2074,6541,DomainKeys Identified Mail (DKIM) Authorized Third-Party Signatures, February 2012 , EXPERIMENTAL, IETF,null, NON WORKING GROUP,DKIM,"Authentication, Reputation"
2075,6540,IPv6 Support Required for All IP-Capable Nodes, April 2012 , BEST CURRENT PRACTICE, IETF, int, intarea,"IPv4, IPv6","[--------], IPv4, requirement, [--------], IPv4, requirement"
2076,6539,IBAKE: Identity-Based Authenticated Key Exchange, March 2012 , INFORMATIONAL, INDEPENDENT,null,null,,
2077,6538,The Host Identity Protocol (HIP) Experiment Report, March 2012 , INFORMATIONAL, IRTF,null,null,,
2078,6537,Host Identity Protocol Distributed Hash Table Interface, February 2012 , EXPERIMENTAL, IRTF,null,null,,
2079,6536,Network Configuration Protocol (NETCONF) Access Control Model, March 2012 , PROPOSED STANDARD, IETF, ops, netconf,"NETCONF, YANG","[--------], NETCONF, YANG, XML, [--------], NETCONF, YANG, XML"
2080,6535,"Dual-Stack Hosts Using ""Bump-in-the-Host"" (BIH)", February 2012 , PROPOSED STANDARD, IETF, tsv, behave,"DNS, IPv4, IPv6","[--------], NAT, NAT46, DNS, DNS46, translation, IPv4, applications, IPv6, ENR, [--------], NAT, NAT46, DNS, DNS46, translation, IPv4, applications, IPv6, ENR, [--------], NAT, NAT46, DNS, DNS46, translation, IPv4, applications, IPv6, ENR"
2081,6534,Loss Episode Metrics for IP Performance Metrics (IPPM), May 2012 , PROPOSED STANDARD, IETF, tsv, ippm,,
2082,6533,Internationalized Delivery Status and Disposition Notifications, February 2012 , PROPOSED STANDARD, IETF, app, eai,,
2083,6532,Internationalized Email Headers, February 2012 , PROPOSED STANDARD, IETF, app, eai,,
2084,6531,SMTP Extension for Internationalized Email, February 2012 , PROPOSED STANDARD, IETF, app, eai,,
2085,6530,Overview and Framework for Internationalized Email, February 2012 , PROPOSED STANDARD, IETF, app, eai,,
2086,6529,Host/Host Protocol for the ARPA Network, April 2012 , HISTORIC, INDEPENDENT,null,null,,
2087,6528,Defending against Sequence Number Attacks, February 2012 , PROPOSED STANDARD, IETF, tsv, tcpm,,
2088,6527,Definitions of Managed Objects for Virtual Router Redundancy Protocol Version 3 (VRRPv3), March 2012 , PROPOSED STANDARD, IETF,null, NON WORKING GROUP,VRRP,"[--------], management information base"
2089,6526,IP Flow Information Export (IPFIX) Per Stream Control Transmission Protocol (SCTP) Stream, March 2012 , PROPOSED STANDARD, IETF, ops, ipfix,"SMI, SCTP","[--------], [--------]"
2090,6525,Stream Control Transmission Protocol (SCTP) Stream Reconfiguration, February 2012 , PROPOSED STANDARD, IETF, tsv, tsvwg,"SMI, SCTP","[--------], [--------]"
2091,6522,The Multipart/Report Media Type for the Reporting of Mail System Administrative Messages, January 2012 , INTERNET STANDARD, IETF, app, appsawg,MIME,"[--------], MIME, Multipurpose Internet Mail Extensions"
2092,6521,Home Agent-Assisted Route Optimization between Mobile IPv4 Networks, February 2012 , EXPERIMENTAL, IETF, int, mip4,IPv4,"mobile router, mobile network prefix, correspondent router"
2093,6520,Transport Layer Security (TLS) and Datagram Transport Layer Security (DTLS) Heartbeat Extension, February 2012 , PROPOSED STANDARD, IETF, sec, tls,TLS,"[--------], tls/dtls"
2094,6519,RADIUS Extensions for Dual-Stack Lite, February 2012 , PROPOSED STANDARD, IETF, int, softwire,"IPv6, RADIUS","[--------], IPv6, tunnel, attribute, [--------], IPv6, tunnel, attribute"
2095,6518,Keying and Authentication for Routing Protocols (KARP) Design Guidelines, February 2012 , INFORMATIONAL, IETF, rtg, karp,,
2096,6517,Mandatory Features in a Layer 3 Multicast BGP/MPLS VPN Solution, February 2012 , INFORMATIONAL, IETF, rtg, l3vpn,"MPLS, BGP, LDP, PIM, RSVP-TE","mpls, vpn, multicast, l3vpn, bgp, pim, p2mp, ldp, rsvp-te, mpls, vpn, multicast, l3vpn, bgp, pim, p2mp, ldp, rsvp-te, mpls, vpn, multicast, l3vpn, bgp, pim, p2mp, ldp, rsvp-te, mpls, vpn, multicast, l3vpn, bgp, pim, p2mp, ldp, rsvp-te, mpls, vpn, multicast, l3vpn, bgp, pim, p2mp, ldp, rsvp-te"
2097,6516,IPv6 Multicast VPN (MVPN) Support Using PIM Control Plane and Selective Provider Multicast Service Interface (S-PMSI) Join Messages, February 2012 , PROPOSED STANDARD, IETF, rtg, l3vpn,"IPv6, PIM","[--------], [--------]"
2098,6515,IPv4 and IPv6 Infrastructure Addresses in BGP Updates for Multicast VPN, February 2012 , PROPOSED STANDARD, IETF, rtg, l3vpn,"IPv4, IPv6, BGP","[--------], mvpn, mcast-vpn, multicast-vpn, [--------], mvpn, mcast-vpn, multicast-vpn, [--------], mvpn, mcast-vpn, multicast-vpn"
2099,6514,BGP Encodings and Procedures for Multicast in MPLS/BGP IP VPNs, February 2012 , PROPOSED STANDARD, IETF, rtg, l3vpn,"MPLS, BGP","[--------], [--------]"
2100,6513,Multicast in MPLS/BGP IP VPNs, February 2012 , PROPOSED STANDARD, IETF, rtg, l3vpn,"MPLS, BGP","[--------], [--------]"
2101,6512,Using Multipoint LDP When the Backbone Has No Route to the Root, February 2012 , PROPOSED STANDARD, IETF, rtg, mpls,LDP,[--------]
2102,6511,Non-Penultimate Hop Popping Behavior and Out-of-Band Mapping for RSVP-TE Label Switched Paths, February 2012 , PROPOSED STANDARD, IETF, rtg, mpls,RSVP-TE,[--------]
2103,6510,Resource Reservation Protocol (RSVP) Message Formats for Label Switched Path (LSP) Attributes Objects, February 2012 , PROPOSED STANDARD, IETF, rtg, ccamp,,
2104,6509,MIKEY-SAKKE: Sakai-Kasahara Key Encryption in Multimedia Internet KEYing (MIKEY), February 2012 , INFORMATIONAL, IETF,null, NON WORKING GROUP,,
2105,6508,Sakai-Kasahara Key Encryption (SAKKE), February 2012 , INFORMATIONAL, IETF,null, NON WORKING GROUP,,
2106,6507,Elliptic Curve-Based Certificateless Signatures for Identity-Based Encryption (ECCSI), February 2012 , INFORMATIONAL, IETF,null, NON WORKING GROUP,,
2107,6506,Supporting Authentication Trailer for OSPFv3, February 2012 , PROPOSED STANDARD, IETF, rtg, ospf,OSPF,"[--------], Routing security"
2108,6505,A Mixer Control Package for the Media Control Channel Framework, March 2012 , PROPOSED STANDARD, IETF, rai, mediactrl,,
2109,6504,Centralized Conferencing Manipulation Protocol (CCMP) Call Flow Examples, March 2012 , INFORMATIONAL, IETF, rai, xcon,,
2110,6503,Centralized Conferencing Manipulation Protocol, March 2012 , PROPOSED STANDARD, IETF, rai, xcon,,
2111,6502,Conference Event Package Data Format Extension for Centralized Conferencing (XCON), March 2012 , PROPOSED STANDARD, IETF, rai, xcon,,
2112,6501,Conference Information Data Model for Centralized Conferencing (XCON), March 2012 , PROPOSED STANDARD, IETF, rai, xcon,,
2113,6498,Media Gateway Control Protocol (MGCP) Voiceband Data (VBD) Package and General-Purpose Media Descriptor Parameter Package, February 2012 , INFORMATIONAL, IETF,null, NON WORKING GROUP,,
2114,6497,BCP 47 Extension T - Transformed Content, February 2012 , INFORMATIONAL, IETF,null, NON WORKING GROUP,,
2115,6496,Secure Proxy ND Support for SEcure Neighbor Discovery (SEND), February 2012 , EXPERIMENTAL, IETF, int, csi,"IPv6, MIPv6","[--------], SPND, CGA, Mobile IPv6, MIPv6, Proxy Mobile IPv6, PMIPv6, [--------], SPND, CGA, Mobile IPv6, MIPv6, Proxy Mobile IPv6, PMIPv6"
2116,6495,Subject Key Identifier (SKI) SEcure Neighbor Discovery (SEND) Name Type Fields, February 2012 , PROPOSED STANDARD, IETF, int, csi,,
2117,6494,Certificate Profile and Certificate Management for SEcure Neighbor Discovery (SEND), February 2012 , PROPOSED STANDARD, IETF, int, csi,,
2118,6493,The Resource Public Key Infrastructure (RPKI) Ghostbusters Record, February 2012 , PROPOSED STANDARD, IETF, rtg, sidr,vCard,"[--------], RPKI, Resource Certificate, Human Contact, vCard"
2119,6492,A Protocol for Provisioning Resource Certificates, February 2012 , PROPOSED STANDARD, IETF, rtg, sidr,,
2120,6491,Resource Public Key Infrastructure (RPKI) Objects Issued by IANA, February 2012 , PROPOSED STANDARD, IETF, rtg, sidr,,
2121,6490,Resource Public Key Infrastructure (RPKI) Trust Anchor Locator, February 2012 , PROPOSED STANDARD, IETF, rtg, sidr,,
2122,6489,Certification Authority (CA) Key Rollover in the Resource Public Key Infrastructure (RPKI), February 2012 , BEST CURRENT PRACTICE, IETF, rtg, sidr,,
2123,6488,Signed Object Template for the Resource Public Key Infrastructure (RPKI), February 2012 , PROPOSED STANDARD, IETF, rtg, sidr,,
2124,6487,A Profile for X.509 PKIX Resource Certificates, February 2012 , PROPOSED STANDARD, IETF, rtg, sidr,,
2125,6486,Manifests for the Resource Public Key Infrastructure (RPKI), February 2012 , PROPOSED STANDARD, IETF, rtg, sidr,,
2126,6485,The Profile for Algorithms and Key Sizes for Use in the Resource Public Key Infrastructure (RPKI), February 2012 , PROPOSED STANDARD, IETF, rtg, sidr,,
2127,6484,Certificate Policy (CP) for the Resource Public Key Infrastructure (RPKI), February 2012 , BEST CURRENT PRACTICE, IETF, rtg, sidr,,
