,num,title,date,status,stream,area,wg,area2,key words
7855,652,Telnet output carriage-return disposition option, October 1974 , HISTORIC, Legacy,null,null,URN, [TOPT-OCRD|h] 
7856,651,Revised Telnet status option, October 1974 , UNKNOWN, Legacy,null,null,,
7857,647,Proposed protocol for connecting host computers to ARPA-like networks via front end processors, November 1974 , UNKNOWN, Legacy,null,null,,
7858,645,Network Standard Data Specification syntax, June 1974 , UNKNOWN, Legacy,null,null,,
7859,644,On the problem of signature authentication for network mail, July 1974 , UNKNOWN, Legacy,null,null,,
7860,643,Network Debugging Protocol, July 1974 , UNKNOWN, Legacy,null,null,,
7861,642,Ready line philosophy and implementation, July 1974 , UNKNOWN, Legacy,null,null,,
7862,640,Revised FTP reply codes, June 1974 , UNKNOWN, Legacy,null,null,FTP,  
7863,638,IMP/TIP preventive maintenance schedule, April 1974 , UNKNOWN, Legacy,null,null,,
7864,637,Change of network address for SU-DSL, April 1974 , UNKNOWN, Legacy,null,null,,
7865,636,TIP/Tenex reliability improvements, June 1974 , UNKNOWN, Legacy,null,null,,
7866,635,Assessment of ARPANET protocols, April 1974 , UNKNOWN, Legacy,null,null,,
7867,634,Change in network address for Haskins Lab, April 1974 , UNKNOWN, Legacy,null,null,,
7868,633,IMP/TIP preventive maintenance schedule, March 1974 , UNKNOWN, Legacy,null,null,,
7869,632,Throughput degradations for single packet messages, May 1974 , UNKNOWN, Legacy,null,null,,
7870,631,International meeting on minicomputers and data communication: Call for papers, April 1974 , UNKNOWN, Legacy,null,null,,
7871,630,FTP error code usage for more reliable mail service, April 1974 , UNKNOWN, Legacy,null,null,FTP,  
7872,629,Scenario for using the Network Journal, March 1974 , UNKNOWN, Legacy,null,null,URN,  
7873,628,Status of RFC numbers and a note on pre-assigned journal numbers, March 1974 , UNKNOWN, Legacy,null,null,URN,  
7874,627,ASCII text file of hostnames, March 1974 , UNKNOWN, Legacy,null,null,,
7875,626,On a possible lockup condition in IMP subnet due to message sequencing, March 1974 , UNKNOWN, Legacy,null,null,,
7876,625,On-line hostnames service, March 1974 , UNKNOWN, Legacy,null,null,,
7877,624,Comments on the File Transfer Protocol, February 1974 , UNKNOWN, Legacy,null,null,FTP," ftp, telnet "
7878,623,Comments on on-line host name service, February 1974 , UNKNOWN, Legacy,null,null,,
7879,622,Scheduling IMP/TIP down time, March 1974 , UNKNOWN, Legacy,null,null,,
7880,621,NIC user directories at SRI ARC, March 1974 , UNKNOWN, Legacy,null,null,,
7881,620,Request for monitor host table updates, March 1974 , UNKNOWN, Legacy,null,null,,
7882,619,Mean round-trip times in the ARPANET, March 1974 , UNKNOWN, Legacy,null,null,,
7883,618,Few observations on NCP statistics, February 1974 , UNKNOWN, Legacy,null,null,,
7884,617,Note on socket number assignment, February 1974 , UNKNOWN, Legacy,null,null,,
7885,616,LATEST NETWORK MAPS, February 1973 , UNKNOWN, Legacy,null,null,,
7886,615,Proposed Network Standard Data Pathname syntax, March 1974 , UNKNOWN, Legacy,null,null,,
7887,614,"Response to RFC 607: ""Comments on the File Transfer Protocol""", January 1974 , UNKNOWN, Legacy,null,null,FTP," ftp, weakness, solutions "
7888,613,Network connectivity: A response to RFC 603, January 1974 , UNKNOWN, Legacy,null,null,,
7889,612,Traffic statistics (December 1973), January 1974 , UNKNOWN, Legacy,null,null,,
7890,611,Two changes to the IMP/Host Protocol to improve user/network communications, February 1974 , UNKNOWN, Legacy,null,null,,
7891,610,Further datalanguage design concepts, December 1973 , UNKNOWN, Legacy,null,null,,
7892,609,Statement of upcoming move of NIC/NLS service, January 1974 , UNKNOWN, Legacy,null,null,,
7893,608,Host names on-line, January 1974 , UNKNOWN, Legacy,null,null,,
7894,607,Comments on the File Transfer Protocol, January 1974 , UNKNOWN, Legacy,null,null,FTP," solutions, weakness, ftp "
7895,606,Host names on-line, December 1973 , UNKNOWN, Legacy,null,null,,
7896,604,Assigned link numbers, December 1973 , UNKNOWN, Legacy,null,null,,
7897,603,Response to RFC 597: Host status, December 1973 , UNKNOWN, Legacy,null,null,,
7898,602,"""The stockings were hung by the chimney with care""", December 1973 , UNKNOWN, Legacy,null,null,,
7899,601,Traffic statistics (November 1973), December 1973 , UNKNOWN, Legacy,null,null,,
7900,600,Interfacing an Illinois plasma terminal to the ARPANET, November 1973 , UNKNOWN, Legacy,null,null,,
7901,599,Update on NETRJS, December 1973 , UNKNOWN, Legacy,null,null,,
7902,598,"RFC index - December 5, 1973", December 1973 , UNKNOWN, Legacy,null,null,,
7903,597,Host status, December 1973 , UNKNOWN, Legacy,null,null,,
7904,596,Second thoughts on Telnet Go-Ahead, December 1973 , UNKNOWN, Legacy,null,null,,
7905,595,Second thoughts in defense of the Telnet Go-Ahead, December 1973 , UNKNOWN, Legacy,null,null,,
7906,594,Speedup of Host-IMP interface, December 1973 , UNKNOWN, Legacy,null,null,,
7907,593,Telnet and FTP implementation schedule change, November 1973 , UNKNOWN, Legacy,null,null,FTP,  
7908,592,Some thoughts on system design to facilitate resource sharing, November 1973 , UNKNOWN, Legacy,null,null,,
7909,591,Addition to the Very Distant Host specifications, November 1973 , UNKNOWN, Legacy,null,null,,
7910,590,MULTICS address change, November 1973 , UNKNOWN, Legacy,null,null,,
7911,589,CCN NETRJS server messages to remote user, November 1973 , UNKNOWN, Legacy,null,null,,
7912,588,London Node Is Now Up, October 1973 , UNKNOWN, Legacy,null,null,,
7913,587,Announcing New Telnet Options, November 1973 , UNKNOWN, Legacy,null,null,,
7914,586,Traffic statistics (October 1973), November 1973 , UNKNOWN, Legacy,null,null,,
7915,585,ARPANET users interest working group meeting, November 1973 , UNKNOWN, Legacy,null,null,,
7916,584,Charter for ARPANET Users Interest Working Group, November 1973 , UNKNOWN, Legacy,null,null,,
7917,582,Comments on RFC 580: Machine readable protocols, November 1973 , UNKNOWN, Legacy,null,null,,
7918,581,Corrections to RFC 560: Remote Controlled Transmission and Echoing Telnet Option, November 1973 , UNKNOWN, Legacy,null,null,SMI,  
7919,580,Note to Protocol Designers and Implementers, October 1973 , UNKNOWN, Legacy,null,null,,
7920,579,Traffic statistics (September 1973), November 1973 , UNKNOWN, Legacy,null,null,,
7921,578,Using MIT-Mathlab MACSYMA from MIT-DMS Muddle, October 1973 , UNKNOWN, Legacy,null,null,,
7922,577,Mail priority, October 1973 , UNKNOWN, Legacy,null,null,,
7923,576,Proposal for modifying linking, September 1973 , UNKNOWN, Legacy,null,null,,
7924,574,Announcement of a Mail Facility at UCSB, September 1973 , UNKNOWN, Legacy,null,null,,
7925,573,DATA AND FILE TRANSFER - SOME MEASUREMENT RESULTS, September 1973 , UNKNOWN, Legacy,null,null,,
7926,571,TENEX FTP PROBLEM, November 1973 , UNKNOWN, Legacy,null,null,FTP,  
7927,570,Experimental input mapping between NVT ASCII and UCSB On Line System, October 1973 , UNKNOWN, Legacy,null,null,,
7928,569,NETED: A Common Editor for the ARPA Network, October 1973 , HISTORIC, Legacy,null,null,,
7929,568,Response to RFC 567 - cross country network bandwidth, September 1973 , UNKNOWN, Legacy,null,null,,
7930,567,Cross Country Network Bandwidth, September 1973 , UNKNOWN, Legacy,null,null,,
7931,566,Traffic statistics (August 1973), September 1973 , UNKNOWN, Legacy,null,null,,
7932,565,Storing network survey data at the datacomputer, August 1973 , UNKNOWN, Legacy,null,null,,
7933,563,Comments on the RCTE Telnet option, August 1973 , UNKNOWN, Legacy,null,null,,
7934,562,Modifications to the TELNET Specification, August 1973 , UNKNOWN, Legacy,null,null,,
7935,561,Standardizing Network Mail Headers, September 1973 , UNKNOWN, Legacy,null,null,,
7936,560,Remote Controlled Transmission and Echoing Telnet option, August 1973 , UNKNOWN, Legacy,null,null,SMI,  
7937,559,Comments on The New Telnet Protocol and its Implementation, August 1973 , UNKNOWN, Legacy,null,null,,
7938,557,REVELATIONS IN NETWORK HOST MEASUREMENTS, August 1973 , UNKNOWN, Legacy,null,null,,
7939,556,Traffic Statistics (July 1973), August 1973 , UNKNOWN, Legacy,null,null,,
7940,555,Responses to critiques of the proposed mail protocol, July 1973 , UNKNOWN, Legacy,null,null,,
7941,553,Draft design for a text/graphics protocol, July 1973 , UNKNOWN, Legacy,null,null,,
7942,552,Single access to standard protocols, July 1973 , UNKNOWN, Legacy,null,null,,
7943,551,"NYU, ANL, and LBL Joining the Net", August 1973 , UNKNOWN, Legacy,null,null,,
7944,550,NIC NCP experiment, August 1973 , UNKNOWN, Legacy,null,null,,
7945,549,"Minutes of Network Graphics Group meeting, 15-17 July 1973", July 1973 , UNKNOWN, Legacy,null,null,,
7946,548,Hosts using the IMP Going Down message, August 1973 , UNKNOWN, Legacy,null,null,,
7947,547,Change to the Very Distant Host specification, August 1973 , UNKNOWN, Legacy,null,null,,
7948,546,Tenex load averages for July 1973, August 1973 , UNKNOWN, Legacy,null,null,,
7949,545,Of what quality be the UCSB resources evaluators?, July 1973 , UNKNOWN, Legacy,null,null,,
7950,544,Locating on-line documentation at SRI-ARC, July 1973 , UNKNOWN, Legacy,null,null,,
7951,543,Network journal submission and delivery, July 1973 , UNKNOWN, Legacy,null,null,URN,  
7952,542,File Transfer Protocol, August 1973 , UNKNOWN, Legacy,null,null,FTP, FTP 
7953,539,Thoughts on the mail protocol proposed in RFC 524, July 1973 , UNKNOWN, Legacy,null,null,,
7954,538,Traffic statistics (June 1973), July 1973 , UNKNOWN, Legacy,null,null,,
7955,537,Announcement of NGG meeting July 16-17, June 1973 , UNKNOWN, Legacy,null,null,,
7956,535,Comments on File Access Protocol, July 1973 , UNKNOWN, Legacy,null,null,,
7957,534,Lost message detection, July 1973 , UNKNOWN, Legacy,null,null,,
7958,533,Message-ID numbers, July 1973 , UNKNOWN, Legacy,null,null,,
7959,532,UCSD-CC Server-FTP facility, July 1973 , UNKNOWN, Legacy,null,null,FTP," FTP, server "
7960,531,Feast or famine? A response to two recent RFC's about network information, June 1973 , UNKNOWN, Legacy,null,null,,
7961,530,Report on the Survey Project, June 1973 , UNKNOWN, Legacy,null,null,,
7962,529,Note on protocol synch sequences, June 1973 , UNKNOWN, Legacy,null,null,,
7963,528,Software checksumming in the IMP and network reliability, June 1973 , UNKNOWN, Legacy,null,null,,
7964,527,ARPAWOCKY, May 1973 , UNKNOWN, Legacy,null,null,,
7965,526,Technical meeting: Digital image processing software systems, June 1973 , UNKNOWN, Legacy,null,null,,
7966,525,MIT-MATHLAB meets UCSB-OLS -an example of resource sharing, June 1973 , UNKNOWN, Legacy,null,null,,
7967,524,Proposed Mail Protocol, June 1973 , UNKNOWN, Legacy,null,null,,
7968,523,SURVEY is in operation again, June 1973 , UNKNOWN, Legacy,null,null,,
7969,522,Traffic Statistics (May 1973), June 1973 , UNKNOWN, Legacy,null,null,,
7970,521,Restricted use of IMP DDT, May 1973 , UNKNOWN, Legacy,null,null,,
7971,520,Memo to FTP group: Proposal for File Access Protocol, June 1973 , UNKNOWN, Legacy,null,null,FTP,  
7972,519,Resource Evaluation, June 1973 , UNKNOWN, Legacy,null,null,,
7973,518,ARPANET accounts, June 1973 , UNKNOWN, Legacy,null,null,,
7974,516,Lost message detection, May 1973 , UNKNOWN, Legacy,null,null,,
7975,515,"Specifications for Datalanguage, Version 0/9", June 1973 , UNKNOWN, Legacy,null,null,,
7976,514,Network make-work, June 1973 , UNKNOWN, Legacy,null,null,,
7977,513,Comments on the new Telnet specifications, May 1973 , UNKNOWN, Legacy,null,null,,
7978,512,More on lost message detection, May 1973 , UNKNOWN, Legacy,null,null,,
7979,511,Enterprise phone service to NIC from ARPANET sites, May 1973 , UNKNOWN, Legacy,null,null,,
7980,510,Request for network mailbox addresses, May 1973 , UNKNOWN, Legacy,null,null,,
7981,509,Traffic statistics (April 1973), April 1973 , UNKNOWN, Legacy,null,null,,
7982,508,Real-time data transmission on the ARPANET, May 1973 , UNKNOWN, Legacy,null,null,SMI,  
7983,506,FTP command naming problem, June 1973 , UNKNOWN, Legacy,null,null,FTP,  
7984,505,Two solutions to a file transfer access problem, June 1973 , UNKNOWN, Legacy,null,null,FTP," FTP, free "
7985,504,Distributed resources workshop announcement, April 1973 , UNKNOWN, Legacy,null,null,,
7986,503,Socket number list, April 1973 , UNKNOWN, Legacy,null,null,,
7987,501,"Un-muddling ""free file transfer""", May 1973 , UNKNOWN, Legacy,null,null,FTP, FTP 
7988,500,Integration of data management systems on a computer network, April 1973 , UNKNOWN, Legacy,null,null,,
7989,499,Harvard's network RJE, April 1973 , UNKNOWN, Legacy,null,null,,
7990,498,On mail service to CCN, April 1973 , UNKNOWN, Legacy,null,null,,
7991,497,Traffic Statistics (March 1973), April 1973 , UNKNOWN, Legacy,null,null,,
7992,496,TNLS quick reference card is available, April 1973 , UNKNOWN, Legacy,null,null,,
7993,495,Telnet Protocol specifications, May 1973 , UNKNOWN, Legacy,null,null,,
7994,494,Availability of MIX and MIXAL in the Network, April 1973 , UNKNOWN, Legacy,null,null,,
7995,493,GRAPHICS PROTOCOL, April 1973 , UNKNOWN, Legacy,null,null,,
7996,492,Response to RFC 467, April 1973 , UNKNOWN, Legacy,null,null,,
7997,491,"What is ""Free""?", April 1973 , UNKNOWN, Legacy,null,null,,
7998,490,Surrogate RJS for UCLA-CCN, March 1973 , UNKNOWN, Legacy,null,null,,
7999,489,Comment on resynchronization of connection status proposal, March 1973 , UNKNOWN, Legacy,null,null,,
8000,488,NLS classes at network sites, March 1973 , UNKNOWN, Legacy,null,null,,
8001,487,Free file transfer, April 1973 , UNKNOWN, Legacy,null,null,FTP, FTP 
8002,486,Data transfer revisited, March 1973 , UNKNOWN, Legacy,null,null,FTP," RJE, FTP "
8003,485,MIX and MIXAL at UCSB, March 1973 , UNKNOWN, Legacy,null,null,,
8004,483,Cancellation of the resource notebook framework meeting, March 1973 , UNKNOWN, Legacy,null,null,,
8005,482,Traffic statistics (February 1973), March 1973 , UNKNOWN, Legacy,null,null,,
8006,480,Host-dependent FTP parameters, March 1973 , UNKNOWN, Legacy,null,null,FTP,  
8007,479,Use of FTP by the NIC Journal, March 1973 , UNKNOWN, Legacy,null,null,"FTP, URN","  ,   "
8008,478,FTP server-server interaction - II, March 1973 , UNKNOWN, Legacy,null,null,FTP,  
8009,477,Remote Job Service at UCSB, May 1973 , UNKNOWN, Legacy,null,null,,
8010,476,IMP/TIP memory retrofit schedule (rev 2), March 1973 , UNKNOWN, Legacy,null,null,,
8011,475,FTP and Network Mail System, March 1973 , UNKNOWN, Legacy,null,null,FTP,  
8012,474,Announcement of NGWG meeting: Call for papers, March 1973 , UNKNOWN, Legacy,null,null,,
8013,473,MIX and MIXAL?, February 1973 , UNKNOWN, Legacy,null,null,,
8014,472,Illinois' reply to Maxwell's request for graphics information (NIC 14925), March 1973 , UNKNOWN, Legacy,null,null,,
8015,471,Workshop on multi-site executive programs, March 1973 , UNKNOWN, Legacy,null,null,,
8016,470,Change in socket for TIP news facility, March 1973 , UNKNOWN, Legacy,null,null,,
8017,469,Network mail meeting summary, March 1973 , UNKNOWN, Legacy,null,null,,
8018,468,FTP data compression, March 1973 , UNKNOWN, Legacy,null,null,FTP,  
8019,467,Proposed change to Host-Host Protocol: Resynchronization of connection status, February 1973 , UNKNOWN, Legacy,null,null,,
8020,466,Telnet logger/server for host LL-67, February 1973 , UNKNOWN, Legacy,null,null,,
8021,464,Resource notebook framework, February 1973 , UNKNOWN, Legacy,null,null,,
8022,463,FTP comments and response to RFC 430, February 1973 , UNKNOWN, Legacy,null,null,FTP,  
8023,462,Responding to user needs, February 1973 , UNKNOWN, Legacy,null,null,,
8024,461,Telnet Protocol meeting announcement, February 1973 , UNKNOWN, Legacy,null,null,,
8025,460,NCP survey, February 1973 , UNKNOWN, Legacy,null,null,,
8026,459,Network questionnaires, February 1973 , UNKNOWN, Legacy,null,null,,
8027,458,Mail retrieval via FTP, February 1973 , UNKNOWN, Legacy,null,null,FTP,  
8028,457,TIPUG, February 1973 , UNKNOWN, Legacy,null,null,,
8029,456,Memorandum: Date change of mail meeting, February 1973 , UNKNOWN, Legacy,null,null,,
8030,455,Traffic statistics (January 1973), February 1973 , UNKNOWN, Legacy,null,null,,
8031,454,File Transfer Protocol - meeting announcement and a new proposed document, February 1973 , UNKNOWN, Legacy,null,null,FTP, FTP 
8032,453,Meeting announcement to discuss a network mail system, February 1973 , UNKNOWN, Legacy,null,null,,
8033,452,TELNET Command at Host LL, February 1973 , UNKNOWN, Legacy,null,null,,
8034,451,Tentative proposal for a Unified User Level Protocol, February 1973 , UNKNOWN, Legacy,null,null,,
8035,450,MULTICS sampling timeout change, February 1973 , UNKNOWN, Legacy,null,null,,
8036,449,Current flow-control scheme for IMPSYS, January 1973 , UNKNOWN, Legacy,null,null,,
8037,448,Print files in FTP, February 1973 , UNKNOWN, Legacy,null,null,FTP,  
8038,447,IMP/TIP memory retrofit schedule, January 1973 , UNKNOWN, Legacy,null,null,,
8039,446,Proposal to consider a network program resource notebook, January 1973 , UNKNOWN, Legacy,null,null,,
8040,445,IMP/TIP preventive maintenance schedule, January 1973 , UNKNOWN, Legacy,null,null,,
8041,443,Traffic statistics (December 1972), January 1973 , UNKNOWN, Legacy,null,null,,
8042,442,Current flow-control scheme for IMPSYS, January 1973 , UNKNOWN, Legacy,null,null,,
8043,441,Inter-Entity Communication - an experiment, January 1973 , UNKNOWN, Legacy,null,null,,
8044,440,Scheduled network software maintenance, January 1973 , UNKNOWN, Legacy,null,null,,
8045,439,PARRY encounters the DOCTOR, January 1973 , UNKNOWN, Legacy,null,null,,
8046,438,FTP server-server interaction, January 1973 , UNKNOWN, Legacy,null,null,FTP,  
8047,437,Data Reconfiguration Service at UCSB, June 1973 , UNKNOWN, Legacy,null,null,,
8048,436,Announcement of RJS at UCSB, January 1973 , UNKNOWN, Legacy,null,null,,
8049,435,Telnet issues, January 1973 , UNKNOWN, Legacy,null,null,,
8050,434,IMP/TIP memory retrofit schedule, January 1973 , UNKNOWN, Legacy,null,null,,
8051,433,Socket number list, December 1972 , UNKNOWN, Legacy,null,null,,
8052,432,Network logical map, December 1972 , UNKNOWN, Legacy,null,null,,
8053,431,Update on SMFS Login and Logout, December 1972 , UNKNOWN, Legacy,null,null,,
8054,430,Comments on File Transfer Protocol, February 1973 , UNKNOWN, Legacy,null,null,,
8055,429,Character Generator Process, December 1972 , UNKNOWN, Legacy,null,null,,
8056,426,Reconnection Protocol, January 1973 , UNKNOWN, Legacy,null,null,,
8057,425,"""But my NCP costs $500 a day""", December 1972 , UNKNOWN, Legacy,null,null,,
8058,423,UCLA Campus Computing Network Liaison Staff for ARPANET, December 1972 , UNKNOWN, Legacy,null,null,,
8059,422,Traffic statistics (November 1972), December 1972 , UNKNOWN, Legacy,null,null,,
8060,421,Software Consulting Service for Network Users, November 1972 , UNKNOWN, Legacy,null,null,,
8061,420,CCA ICCC weather demo, January 1973 , UNKNOWN, Legacy,null,null,,
8062,419,To: Network liaisons and station agents, December 1972 , UNKNOWN, Legacy,null,null,,
8063,418,Server File Transfer Under TSS/360 At NASA-Ames Research Center, November 1972 , UNKNOWN, Legacy,null,null,,
8064,417,Link usage violation, December 1972 , UNKNOWN, Legacy,null,null,,
8065,416,ARC System Will Be Unavailable for Use During Thanksgiving Week, November 1972 , UNKNOWN, Legacy,null,null,,
8066,415,Tenex bandwidth, November 1972 , UNKNOWN, Legacy,null,null,,
8067,414,File Transfer Protocol (FTP) status and further comments, December 1972 , UNKNOWN, Legacy,null,null,FTP,  
8068,413,Traffic statistics (October 1972), November 1972 , UNKNOWN, Legacy,null,null,,
8069,412,User FTP Documentation, November 1972 , UNKNOWN, Legacy,null,null,FTP,  
8070,411,New MULTICS Network Software Features, November 1972 , UNKNOWN, Legacy,null,null,,
8071,410,Removal of the 30-Second Delay When Hosts Come Up, November 1972 , UNKNOWN, Legacy,null,null,,
8072,409,Tenex interface to UCSB's Simple-Minded File System, December 1972 , UNKNOWN, Legacy,null,null,,
8073,408,NETBANK, October 1972 , UNKNOWN, Legacy,null,null,,
8074,407,Remote Job Entry Protocol, October 1972 , HISTORIC, Legacy,null,null,,
8075,406,Scheduled IMP Software Releases, October 1972 , UNKNOWN, Legacy,null,null,,
8076,405,Correction to RFC 404, October 1972 , UNKNOWN, Legacy,null,null,,
8077,404,Host Address Changes Involving Rand and ISI, October 1972 , UNKNOWN, Legacy,null,null,,
8078,403,Desirability of a Network 1108 Service, January 1973 , UNKNOWN, Legacy,null,null,,
8079,402,ARPA Network Mailing Lists, October 1972 , UNKNOWN, Legacy,null,null,,
8080,401,Conversion of NGP-0 Coordinates to Device Specific Coordinates, October 1972 , UNKNOWN, Legacy,null,null,,
8081,400,Traffic Statistics (September 1972), October 1972 , UNKNOWN, Legacy,null,null,,
8082,399,SMFS Login and Logout, September 1972 , UNKNOWN, Legacy,null,null,,
8083,398,UCSB Online Graphics, September 1972 , UNKNOWN, Legacy,null,null,,
8084,396,Network Graphics Working Group Meeting - Second Iteration, November 1972 , UNKNOWN, Legacy,null,null,,
8085,395,Switch Settings on IMPs and TIPs, October 1972 , UNKNOWN, Legacy,null,null,,
8086,394,Two Proposed Changes to the IMP-Host Protocol, September 1972 , UNKNOWN, Legacy,null,null,,
8087,393,Comments on Telnet Protocol Changes, October 1972 , UNKNOWN, Legacy,null,null,,
8088,392,Measurement of host costs for transmitting network data, September 1972 , UNKNOWN, Legacy,null,null,SMI,  
8089,391,Traffic statistics (August 1972), September 1972 , UNKNOWN, Legacy,null,null,,
8090,390,TSO Scenario, September 1972 , UNKNOWN, Legacy,null,null,,
8091,389,UCLA Campus Computing Network Liaison Staff for ARPA Network, August 1972 , UNKNOWN, Legacy,null,null,,
8092,388,NCP statistics, August 1972 , UNKNOWN, Legacy,null,null,,
8093,387,Some experiences in implementing Network Graphics Protocol Level 0, August 1972 , UNKNOWN, Legacy,null,null,,
8094,386,Letter to TIP users-2, August 1972 , UNKNOWN, Legacy,null,null,,
8095,385,Comments on the File Transfer Protocol, August 1972 , UNKNOWN, Legacy,null,null,FTP, FTP 
8096,384,Official site idents for organizations in the ARPA Network, August 1972 , UNKNOWN, Legacy,null,null,,
8097,382,Mathematical Software on the ARPA Network, August 1972 , UNKNOWN, Legacy,null,null,,
8098,381,Three aids to improved network operation, July 1972 , UNKNOWN, Legacy,null,null,,
8099,379,Using TSO at CCN, August 1972 , UNKNOWN, Legacy,null,null,,
8100,378,Traffic statistics (July 1972), August 1972 , UNKNOWN, Legacy,null,null,,
8101,377,Using TSO via ARPA Network Virtual Terminal, August 1972 , UNKNOWN, Legacy,null,null,,
8102,376,Network Host Status, August 1972 , UNKNOWN, Legacy,null,null,,
8103,374,IMP System Announcement, July 1972 , UNKNOWN, Legacy,null,null,,
8104,373,Arbitrary Character Sets, July 1972 , UNKNOWN, Legacy,null,null,,
8105,372,Notes on a Conversation with Bob Kahn on the ICCC, July 1972 , UNKNOWN, Legacy,null,null,,
8106,371,Demonstration at International Computer Communications Conference, July 1972 , UNKNOWN, Legacy,null,null,,
8107,370,Network Host Status, July 1972 , UNKNOWN, Legacy,null,null,,
8108,369,"Evaluation of ARPANET services January-March, 1972", July 1972 , UNKNOWN, Legacy,null,null,,
8109,368,"Comments on ""Proposed Remote Job Entry Protocol""", July 1972 , UNKNOWN, Legacy,null,null,,
8110,367,Network host status, July 1972 , UNKNOWN, Legacy,null,null,,
8111,366,Network Host Status, July 1972 , UNKNOWN, Legacy,null,null,,
8112,365,Letter to All TIP Users, July 1972 , UNKNOWN, Legacy,null,null,,
8113,364,Serving remote users on the ARPANET, July 1972 , UNKNOWN, Legacy,null,null,,
8114,363,ARPA Network mailing lists, August 1972 , UNKNOWN, Legacy,null,null,,
8115,362,Network Host Status, June 1972 , UNKNOWN, Legacy,null,null,,
8116,361,Deamon Processes on Host 106, July 1972 , UNKNOWN, Legacy,null,null,,
8117,360,Proposed Remote Job Entry Protocol, June 1972 , UNKNOWN, Legacy,null,null,,
8118,359,Status of the Release of the New IMP System (2600), June 1972 , UNKNOWN, Legacy,null,null,,
8119,357,Echoing strategy for satellite links, June 1972 , UNKNOWN, Legacy,null,null,,
8120,356,ARPA Network Control Center, June 1972 , UNKNOWN, Legacy,null,null,,
8121,355,Response to NWG/RFC 346, June 1972 , UNKNOWN, Legacy,null,null,,
8122,354,File Transfer Protocol, July 1972 , UNKNOWN, Legacy,null,null,FTP, FTP 
8123,353,Network host status, June 1972 , UNKNOWN, Legacy,null,null,,
8124,352,TIP Site Information Form, June 1972 , UNKNOWN, Legacy,null,null,,
8125,351,Graphics information form for the ARPANET graphics resources notebook, June 1972 , UNKNOWN, Legacy,null,null,,
8126,350,User Accounts for UCSB On-Line System, May 1972 , UNKNOWN, Legacy,null,null,,
8127,349,Proposed Standard Socket Numbers, May 1972 , UNKNOWN, Legacy,null,null,,
8128,348,Discard Process, May 1972 , UNKNOWN, Legacy,null,null,,
8129,347,Echo process, May 1972 , UNKNOWN, Legacy,null,null,,
8130,346,Satellite Considerations, May 1972 , UNKNOWN, Legacy,null,null,,
8131,345,Interest in Mixed Integer Programming (MPSX on NIC 360/91 at CCN), May 1972 , UNKNOWN, Legacy,null,null,,
8132,344,Network Host Status, May 1972 , UNKNOWN, Legacy,null,null,,
8133,343,IMP System change notification, May 1972 , UNKNOWN, Legacy,null,null,,
8134,342,Network Host Status, May 1972 , UNKNOWN, Legacy,null,null,,
8135,340,Proposed Telnet Changes, May 1972 , UNKNOWN, Legacy,null,null,,
8136,339,"MLTNET: A ""Multi Telnet"" Subsystem for Tenex", May 1972 , UNKNOWN, Legacy,null,null,,
8137,338,EBCDIC/ASCII Mapping for Network RJE, May 1972 , UNKNOWN, Legacy,null,null,,
8138,336,Level 0 Graphic Input Protocol, May 1972 , UNKNOWN, Legacy,null,null,,
8139,335,New Interface - IMP/360, May 1972 , UNKNOWN, Legacy,null,null,,
8140,334,Network Use on May 8, May 1972 , UNKNOWN, Legacy,null,null,,
8141,333,Proposed experiment with a Message Switching Protocol, May 1972 , UNKNOWN, Legacy,null,null,,
8142,332,Network Host Status, April 1972 , UNKNOWN, Legacy,null,null,,
8143,331,IMP System Change Notification, April 1972 , UNKNOWN, Legacy,null,null,,
8144,330,Network Host Status, April 1972 , UNKNOWN, Legacy,null,null,,
8145,329,ARPA Network Mailing Lists, May 1972 , UNKNOWN, Legacy,null,null,,
8146,328,Suggested Telnet Protocol Changes, April 1972 , UNKNOWN, Legacy,null,null,,
8147,327,Data and File Transfer workshop notes, April 1972 , UNKNOWN, Legacy,null,null,,
8148,326,Network Host Status, April 1972 , UNKNOWN, Legacy,null,null,,
8149,325,Network Remote Job Entry program - NETRJS, April 1972 , UNKNOWN, Legacy,null,null,,
8150,324,RJE Protocol meeting, April 1972 , UNKNOWN, Legacy,null,null,,
8151,323,Formation of Network Measurement Group (NMG), March 1972 , UNKNOWN, Legacy,null,null,,
8152,322,Well known socket numbers, March 1972 , UNKNOWN, Legacy,null,null,,
8153,321,CBI Networking Activity at MITRE, March 1972 , UNKNOWN, Legacy,null,null,,
8154,320,Workshop on Hard Copy Line Graphics, March 1972 , UNKNOWN, Legacy,null,null,,
8155,319,Network Host Status, March 1972 , UNKNOWN, Legacy,null,null,,
8156,318,Telnet Protocols, April 1972 , UNKNOWN, Legacy,null,null,,
8157,317,Official Host-Host Protocol Modification: Assigned Link Numbers, March 1972 , UNKNOWN, Legacy,null,null,,
8158,316,ARPA Network Data Management Working Group, February 1972 , UNKNOWN, Legacy,null,null,,
8159,315,Network Host Status, March 1972 , UNKNOWN, Legacy,null,null,,
8160,314,Network Graphics Working Group Meeting, March 1972 , UNKNOWN, Legacy,null,null,,
8161,313,Computer based instruction, March 1972 , UNKNOWN, Legacy,null,null,,
8162,312,Proposed Change in IMP-to-Host Protocol, March 1972 , UNKNOWN, Legacy,null,null,,
